id,chunk,start,end
5818,"ion. rarely,gallbladder may be palpable as a lump. in the adult variety, the older child presents with classic triad of abdominal pain, jaundice andabdominal lump. evidence of acute cholangitis in the form of pyrexia, right upper quadrant tenderness, leukocytosis, etc. may be present. diagnosis ultrasound is the best diagnostic tool for detectingboth the intra and extrahepatic choledochal cysts. this modality may identify such cysts even prenatally.",2375564,2376017
5819, modality may identify such cysts even prenatally. a hida scan may also prove useful by delineating the cyst and provides some information about the liverfunction also. mrcp magnetic resonance cholangiopancreato graphy is very accurate and gives high resolutioninformation about the exact ductal anatomy. disadvantages are its cost and availability. treatment primary excision of the cyst and rouxeny choledochojejunostomy is the treatment of choice. this procedure has uniformly good results.,2375967,2376460
5820,"choice. this procedure has uniformly good results. postoperatively, 5704 the short textbook of pediatrics rarely there is risk of suffering from such complica tions as anastomotic stricture, which leads to recur rent cholangitis. cholecystitis calculus type see chapter 25 pediatric hepatology.",2376410,2376704
5821,calculus type see chapter 25 pediatric hepatology. genitourinary problems obstructive uropathy congenital ureteropelvic junction upj obstruction this is the most frequent site of obstruction in the upper urinary tract and is the most common underlying disorder leading to a diagnosis of antenatally detected hydronephrosis. most of the time obstruc tion is due to improperly developed musculature atupj.,2376654,2377057
5822," is due to improperly developed musculature atupj. other causes are from aberrant vessels abnor mal lower polar renal arteries crossing the upj, bands, kinks, valves, polyps, intrinsic anomalies orvesicoureteral reflux. it is bilateral in 20 cases. it can be diagnosed antenatally by ultrasonography at 20 weeks or postnatally by ivu, diuretic renal scanand vcu. antenatal intervention is indicated in bi lateral obstruction with equivocal function diagnosed early in intrauterine life.",2377007,2377493
5823,"cal function diagnosed early in intrauterine life. indications of postnatal surgery are symptomatic obstruction, especially with compromised renal function and presence of caliectasis, decreasing function on followup nuclearscans or thinning of cortex on usg. posterior urethral valve puv this is the most severe of the obstructive uropathies and can be diagnosed antenatally by ultrasonography. anatomically there is obstructing membrane of valveleaflets in the posterior urethra just distal to veru montanum.",2377443,2377953
5824,"he posterior urethra just distal to veru montanum. manifestations result from the severe bladder outflow obstruction that accrues. postnatally,manifestations include failure to thrive ftt, dehydration with dyselectrolytemia and acidosis, dribbling, straining to pass urine, uti, and apersistently palpable urinary bladder. diagnosis is confirmed by ultrasonography and voiding cystourethrogram vcu.",2377903,2378301
5825," ultrasonography and voiding cystourethrogram vcu. surgical intervention is in the form of decom pression of the bladder followed by transurethralablation of the valves. rarely, if the child does notrespond favorably to this procedure or cystoscopy is not feasible, vesicostomy or even ureterostomy may be required. renal stone as a rule, renal stones are far less common inchildhood than in adults. incidence in boys is higherthan in girls.",2378251,2378692
5826," adults. incidence in boys is higherthan in girls. etiology the causes of urolithiasis in pediatric age group are:1. metabolic a. idiopathic calcium oxalate stones because of absorptive or renal hyperoxaluria, hyperuricosuria, hypocitruria or most commonly hyper calciuria. b. primary hyperoxaluria c. orotic aciduria d. enteric urolithiasis e. hypercalcemic states: hyperparathyroidism and immobilization 2. renal disorders a. cystinuriab. renal tubular acidosis 3. secondary a. infectionb.",2378642,2379133
5827,"renal tubular acidosis 3. secondary a. infectionb. obstruction, commonly with puj obstruction c. structural or functional bladder anomalies d. post urinary diversion procedures 4. endemic bladder and renal stone disease clinical features these include recurrent infections, renal colic colickyabdominal or flank pain, hematuria and passage of gravel in urine. the signs and symptoms of the underlying disease may also be present. in an infantthe features are often nonspecific.",2379083,2379560
5828,"t. in an infantthe features are often nonspecific. diagnosis it is imperative to conduct a full metabolic workup torule out the abovementioned causes otherwise a recurrence is likely. the workup thus includesrenal function test, serum calcium and phosphorus, uric acidand hemogram. fresh urine sediment should be examined under microscope for presence of crystals. it 5pediatric surgery 705 is equally important to measure the ph and to do the rest of the routine exam for rbcs and casts.",2379510,2379998
5829,"o the rest of the routine exam for rbcs and casts. 24hour urine collection is done and excretion rates for calcium, phosphorus, uric acid, cystine and magnesium areestimated. xray and ultrasonography of abdomen confirm the diagnosis of urolithiasis and rule out associatedstructural abnormalities. for planning of therapy, an ivp may be required if some anatomical variation is expected.",2379948,2380335
5830,"required if some anatomical variation is expected. treatment treatment is directed at controlling the urinary tractinfection if present, and assuring high fluid intake,which may reduce the concentration of precipitate crystalloids and per se dissolve the calculus or push it out. in case an underlying metabolic cause is discovered, proper preventive measures should be instituted accordingly. options for removal include extracorporeal shock wave lithotripsy eswl, percutaneous techniquesand open surgery.",2380285,2380791
5831,"psy eswl, percutaneous techniquesand open surgery. primary bladder stone disease the occurrence of bladder stone despite the absenceof any obstructive uropathy, local predispoing causein the bladder itself or infection among children tropical regions has aroused considerable interest. besides india, it has been endemic in north africa,syria, saudi arabia, iran, burma, pakistan, thailand, afghanistan and indonesia.",2380741,2381158
5832,"ma, pakistan, thailand, afghanistan and indonesia. in india, the disease is common in northeast states, andhra pradesh andrajasthan followed by delhi, uttar pradesh, haryana, punjab and jammu and kashmir. a large majority of the patients are under 10 years age. males are affectedmore often than females. the socioeconomic status of the families is usually poor. etiology the exact etiology of primary bladder stone disease is not clear. the evidence condemning malnutrition isconvincing though equivocal.",2381108,2381613
5833,"emning malnutrition isconvincing though equivocal. among the nutritional factors, borderline deficiency of phosphate appears to play a major role. high oxalate diet also contributesto this condition. it has been postulated that recurrentattacks of diarrhea may contribute to the problem bycausing dehydration and concentrated urine. likewise, recurrent febrile illnesses have also been incriminated in its etiology.",2381563,2381978
5834,"esses have also been incriminated in its etiology. diet rich only in cerealswithout any milk or animal protein results in high urinary ammonium concentrations. coupled with high urates, this leads to ammonium urate stones, themost common type in this scenario. clinical features manifestations include dribbling of urine, painfulmicturition pain over tip of penis is typical and abdominal discomfort. hematuria occurs occasionally. superimposed urinary tract infection may complicatethe clinical picture.",2381928,2382432
5835,"ract infection may complicatethe clinical picture. in some children, genital handling, masturbation and rectal prolapse may also be noticed. in a vast majority of the cases suffering from thisdisorder, there are no associated renal stones. further more, recurrence rate following surgery is low. the stones are composed of mainly urates and oxalates. treatment surgical removal is the sole treatment of bladder stone.",2382382,2382799
5836,"al removal is the sole treatment of bladder stone. priapism rarely, children may suffer from nonerotic erectionof penis for sustained periods which may be longer than 24 to 36 hours. etiology the etiologic factors include leukemias, sicklecelldisease and perineal trauma. treatment spontaneous resolution may occur.",2382749,2383064
5837,"rauma. treatment spontaneous resolution may occur. treatment of leukemia with chemotherapy and local irradiation, of sickle cell disease with rapid hypertrans fusion using packed red cells, of perineal trauma with surgical drainage of affected areas and creation of vascular shunt between corpus spongiosum andcorpora cavernosa so as to produce detumescence leads to of resolution of priapism. sequelae include impotence, especially following posttraumatic priapism.",2383014,2383480
5838,"ence, especially following posttraumatic priapism. 5706 the short textbook of pediatrics tight external urethral meatus meatal stenosis a tight meatus with thin stream and, perhaps, some dysuria, on micturition may follow a healed meataltrauma, inflammation or ulcer, or an inappropriately timed circumcision. a generous meatotomy may be carried out. phimosis and paraphimosis inability to retract the prepuce after the age of 3 yearsonly should be regarded as true phimosis.",2383430,2383905
5839,"f 3 yearsonly should be regarded as true phimosis. as a rule, prepuce is unretractable at birth physiologic phimosis but in 90 instances it becomes retractable by the ageof 3 years. by adolescent, only 1 have phimosis.phimosis may be congenital or secondary to inflammatory conditions of the glans or prepuce. physiologic phimosis requires no intervention. standard treatment for pathologic or true phimosis issurgical circumcision.",2383855,2384287
5840,"thologic or true phimosis issurgical circumcision. alternatively, betamethasone cream may be applied to the narrowed preputial skin twice daily for 4 weeks.after 2 weeks, the foreskin becomes soft and elastic and is retracted gently and gradually in increments. in avast majority, this treatment proves successful. paraphimosis means that once the prepuce phimotic is retracted behind coronal sulcus, it cannotbe reduced. causing venous stasis and edema with severe pain. advanced cases need circumcision.",2384237,2384742
5841,"ith severe pain. advanced cases need circumcision. in others, reduction can be attained by application oflubricants under cover of heavy sedation. hypospadias and epispadias the term, hypospadias, denotes abnormal placement of the external urethral meatus on the ventral aspect of the phalus. the abnormal placement of the external urethral meatus on the dorsal aspect of the phalus. these casesneed full evaluation for ambiguous sex and surgery . ambiguous genitalia refer chapter 34 pediatric endocrinology.",2384692,2385201
5842,"enitalia refer chapter 34 pediatric endocrinology. inguinoscrotal problems inguinal hernia it results from persistence of the patency of processusvaginal is accompanying the spermatic cord. anintermittent swelling in the inguinal or inguinoscrotal area appears, particularly on crying or straining fig. 40.6. it is reducible. rolling of the cord betweentwo fingers gives a feeling of crepitance. this is called silkglove sign. it is helpful but not really diagnostic of inguinal hernia.",2385151,2385637
5843,"pful but not really diagnostic of inguinal hernia. inguinal hernia requires operative treatment as early as possible in view of high incidence ofobstruction and strangulation. the complications maymanifest as red, irreducible swelling with abdominal distention, vomiting and constipation obstructed or strangulated hernia. incidence of complications ishigher in preterm infants. hydrocele the term, hydrocele, implies presence of peritoneal fluid within the tunica vaginalis.",2385587,2386062
5844,e of peritoneal fluid within the tunica vaginalis. noncommunicating hydrocele is quite common in newborns and infants. it disappears spontaneously by the age of 6 months. right side is involved more frequently though bilateral involvement also occurs.the scrotal swelling is nontender and welltransillumi nated. communicating hydrocele is characterized by rapid change in size in the subsequent months. there is acommunication with the peritoneal cavity through the patent processus vaginalis.,2386012,2386505
5845,"eal cavity through the patent processus vaginalis. hernia may accompanyit. surgical intervention is indicated only when fig. 40.6: inguinal hernia . note the obvious swelling in the left inguinal region on crying. in view of the potential risk of strangulation, it must be operated as early as possible. also note the umbilical polyp in this subject 5pediatric surgery 707 hydrocele persists beyond one year of age.",2386455,2386870
5846,"ery 707 hydrocele persists beyond one year of age. the operation involves ligation and division of patent processus vaginalis through a small inguinal incision. undescended testes cryptorchidism refer chapter 34 pediatric endocrinology. if cryptorchidism is left as such, diminished spermatogenesis may follow in adult life. epididymoorchitis inflammation of epididymus epididymitis testesorchitis or both epididimoorchitis usually occursfollowing infection with mumps and coxsackie b viruses.",2386820,2387313
5847,"wing infection with mumps and coxsackie b viruses. in case of mumps, orchitis usually follows parotitis within 8 days and subsides in 45 days. the testisbecomes tender and swollen with red and edematous adjacent skin. one in 3 affected testes show atrophyin the long run. nevertheless, infertility is infrequent. in case of coxackie b viruses, orchitis usually with epididymitis follows recovery from illnesscharacterized by fever and pleurodynia or meningitis.",2387263,2387724
5848,"racterized by fever and pleurodynia or meningitis. acute scrotum acute scrotal swelling may result from epididymoorchitis, torsion of testis or its appendages, testicular trauma or idiopathic scrotal edema. it is of paramount importance to differentiate between testicular torsionand the other causes, as torsion is a surgical emergency. uncorrected torsion leads to testicular necrosis.",2387674,2388061
5849," uncorrected torsion leads to testicular necrosis. treatment is immediate surgical intervention,correcting the torsion and fixing the involved testis to the scrotum to safeguard against future torsion. head and neck problems cleft lip and cleft palate refer chapter 39 dental problems. cystic hygroma lymphangioma these are massive, nontender, unilocular ormulticystic tumors with semitransparent walls and thinning of the overlying skin.",2388011,2388449
5850,"nsparent walls and thinning of the overlying skin. they make theirappearance early in lifeoften at birth and occur in the head and neck region figs 40.7 and 40.8 in 75 of the cases.with progression in growth, hygromas may cause tracheal compression and respiratory distress. in somecases, associated enlargement of the tongue may occur. complications are bleeding and infection. presence of erythema over the tumor is a sign of superimposedinfection. spontaneous regression does not occur.",2388399,2388888
5851,"dinfection. spontaneous regression does not occur. treatment is surgical removal as early as possible. a largeunilocular cyst may respond to intralesional sclerotherapy in the form of bleomycin, ok432 extracted from streptococcus or sodium tetradecylsulphate.figs 40.7 and 40.8: cystic hygromas . also called lymphangio mas, these tumors are capable of causing complications by their extension into the thorax and compression.",2388838,2389264
5852,"y their extension into the thorax and compression. prognosis following early surgical resection is excellent 5708 the short textbook of pediatrics thyroglossal cyst it is a smooth rounded midline neck swelling which is connected by a tract to the base of the tongue, representing the persistence of the thyroglossal tract postnatally. it is likely to get repeatedly infected and burst.",2389214,2389599
5853,"it is likely to get repeatedly infected and burst. it should be differentiated from submental orpretracheal lymph nodes and ectopic thyroid gland, which, unlike the cyst, is always present at birth. treatment is removal of the cyst along with the totaltract by sistrunk procedure. excision of the body of the hyoid bone is a part and parcel of this procedure otherwise recurrence as likely.",2389549,2389939
5854," of this procedure otherwise recurrence as likely. brachial cyst it presents late in childhood as a lateral fluctuating cystic swelling, full of a fluid with high cholesterol content, in the anterior triangle of the neck protrudingfrom anterior border of sternocleidomastoid muscle. treatment is excision.",2389889,2390194
5855,sternocleidomastoid muscle. treatment is excision. brachial sinus and fistula branchial sinus is a discharging sinus at the anteriorborder of sternocleidomastoid the junction of its middle and lower thirds and extends to externalauditory canal above as branchial fistula. treatment is careful excision as the tract passes in between the external and internal carotid arteries.,2390144,2390520
5856,"etween the external and internal carotid arteries. sternomastoid tumor sternocleidomastoid tumor  the term refers to a hard, immobile, fusiform and well circumscribed mass, around 2 cm in diameter, which may be felt in the middle of the sternomastoid muscle,usually 10 to 14 days after birth. there are no inflammatory signs but the child has torticollis due to muscle shortening. in a large majority of cases, itslowly disappears by the age of about 6 months.",2390470,2390930
5857," itslowly disappears by the age of about 6 months. the cause appears to be a birth trauma, usually from a difficult breech delivery. the condition must be differentiated from other causes of torticollis table 40.2. treatment consists in stretching the affected muscle to the overcorrected position by gentle manipulation several times daily.",2390880,2391221
5858,"sition by gentle manipulation several times daily. if response to conservative treatment continues to be discouraging by 612 monthsof age, surgical lengthening and division of the sternal portion of the muscle or from mastoid process at its origin followed by exercise program should be carriedout.",2391171,2391469
5859,"followed by exercise program should be carriedout. else, the infant may develop asymmetry of the skull and face, cervicodorsal scoliosis and calcification in the involved muscle.table 40.2: differential diagnosis of torticollis muscular sternomastoid sternocleidomastoid tumor, neck muscle inflammationtrauma congenital anomalies malformations of atlas, congenital cervical scoliosis, occipitocervical invaginationrotatory fixation between c1 and c2 cervical adenitis, trauma, uri neurogenic posterior fossa cerebellar or spinal cord tumor in older infants and children.",2391419,2391989
5860,"r spinal cord tumor in older infants and children. gastrointestinal ger, sandifer syndrome miscellaneous problems abscess abscess is a common pediatric surgery problem and signifies pus under pressure. clinically there is painfulswelling with redness of overlying skin, fever andfluctuation on palpation. abscess can occur virtuallyin any body part. examples are breast abscess,abdominal wall abscess, psoas abscess, liver abscess,etc. treatment entails surgical drainage andappropriate antibiotics.",2391939,2392438
5861,"ails surgical drainage andappropriate antibiotics. as the most commonorganisms are gram positive cocci staphylococcus andstreptococcus penicillin group of drugs which alsocover the peniillinresistant strains, i.e. cloxacillin areeffective. abscess in the dangerous area of the facerequires energetic and prompt therapy. further reading articleschapters 1. jageer hussain m. congenital malformations. in gupte s ed: recent advances in pediatrics special vol. 5: neonatology2. new delhi: jaypee 2000;327346.",2392388,2392893
5862,"l. 5: neonatology2. new delhi: jaypee 2000;327346. 2. goswamy hl, digra nc, mengi y. congenital diaphragmatic hernia. in gupte s ed: recent advances in pediatrics13. new delhi: jaypee 2003;293315. 3. gupta dk, srinivas m. intestinal obstruction. in gupte s ed: recent advances in pediatrics13 . new delhi: jaypee 2003;281292. 4. parekh br, parekh p. common neonatal surgical emergencies. in gupte s ed: recent advances in pediatrics special vol 12: neonatal emergencies .",2392843,2393314
5863," pediatrics special vol 12: neonatal emergencies . new delhi: jaypee 2003;393421. bookmonograph 1. huston jm, woodward aa, beasley sw . jones clinical pediatric surgery . victoria: blackwell 1999. 3 5pediatric orthopedics 709 41pediatric orthopedics surya bhan, suraj gupte congenital deficiency of long bones phocomelia is a reduction deformity congenital ampu tation in which there is gross reduction in the proximal part of the extremity so that distal part seems to be approaching the trunk.",2393264,2393759
5864,"hat distal part seems to be approaching the trunk. hemimelia refers to absence of forearm and hand, or leg and foot fig. 41.1. amelia means complete absence of limbs.treatment in most cases revolves around amputation and orthotic rehabilitation. club foot the commonest type of congenital club foot is congenital talipes equinovarus ctev in which foot is in plantar flexion and deviated medially.in the calcaneovalgus deformity, foot is dorsiflexed and deviated laterally.",2393709,2394181
5865,"rmity, foot is dorsiflexed and deviated laterally. association of club foot and spina bifida is well known. orthopedic treatment in the form of corrective manipulation with adhesive tapes, splints or casts andwedging is helpful, provided it is done as early as possible. flat foot the term, flat foot , denotes loss of medial longitudinal arch of the foot. clinically, flat foot is recognizedwhen the arch touches the ground on weight bearingor is close to the ground.",2394131,2394599
5866,"ground on weight bearingor is close to the ground. until age 23 years, foot normally appears flat because of absence of the medial longitudinal arch. flat foot may be congenital calcaneovalgus defor mity, hypermobility, rigidity with tarsal anomaliesor acquired fracture of talus or calcaneous, tear ofplantar ligaments, muscle imbalance, postural, bad gait, faulty shoes. treatment consists of conservative measures such as arch support, shoe modification and exercise.",2394549,2395019
5867,"h as arch support, shoe modification and exercise. if thistreatment fails, orthopedic intervention in the form of removal of calcaneous or, after age 10 years, arthodesis. radial club hand the hand is deviated laterally because of partial or total absence of radius. absence of thumb, congeni tal heart defect and a bleeding diathesis are frequentaccompaniments. orthopedic treatment is centraliza tion of ulna in relation to hand and reconstruction of thumb by pollicization of index finger. fig.",2394969,2395466
5868,"on of thumb by pollicization of index finger. fig. 41.1: hemimelia 5710 the short textbook of pediatrics trigger thumb in this condition, the thumb cannot be straightened since it is locked in flexion because of a nodular swelling of the long flexor tendon at the base of thethumb. treatment is surgical incision of the constricting mouth of the tendon sheath.",2395416,2395776
5869,"on of the constricting mouth of the tendon sheath. polydactyly an extra fingertoe, usually close to the metacarpo phalangeal joint of the little finger5th toe or thethumb, may occur as an isolated trait or as acomponent of such syndromes as laurencemoonbiedl syndrome, carpenter syndrome, meckelgrubersyndrome and trisomy 13. it may be rudimentary orarticulated. orthopedic intervention is in the form ofligation or excision at birth or amputation at about 1year of age.",2395726,2396196
5870,"sion at birth or amputation at about 1year of age. syndactyly fusion of digitstoes varies from a cutaneous web to a synostosis and may occur as an isolated trait or asa component of certain syndromes like apertsyndrome, carpenter syndrome, de lange syndrome,holtoram syndrome, orofacial digital syndrome, fetalhydantoin syndrome, laurencemoonbiedl syndrome, fanconi pancytopenia, trisomies 21, 13 and 18, and polysyndactyly syndrome.",2396146,2396579
5871,"somies 21, 13 and 18, and polysyndactyly syndrome. congenital constriction bands rings these are circumferential constrictions in the softtissues, more frequently in legs and feet than arms andhands. depending on magnitude of constriction, theycause obstruction in the circulatory and lymphaticchannels, leading to localized edema. associated footdeformities and superadded fractures of tibia and fibula are common. treatment is excision of the constriction band.",2396529,2396992
5872,"n. treatment is excision of the constriction band. congenital pseudoarthrosis of the tibia in this condition, there is an aplasia of a portion usually distal half of the tibia, giving the impression of a nonhealing fracture in the neonate. it mayaccompany neurofibromatosis. orthopedic intervention is in the form of intermedullary nailing with bone grafting, vascularized fibular graft and electrical stimulation. prognosis is poor.",2396942,2397375
5873,"aft and electrical stimulation. prognosis is poor. dislocation of patella it may be congenital ligamentous laxity on medial sideof the joint, small lateral condyle of the femur, shortquadriceps muscle or posttraumatic. two types are known: recurrent occurring at intervals and habitual occurring whenever knee is flexed. treatment isorthopedic correction. knock knee genu valgum the term denotes medial angulation of knees becauseof outward deviation of the longitudinal axis of both tibia and femur.",2397325,2397825
5874," of the longitudinal axis of both tibia and femur. the concurrent finding is abnormally divergent ankles intermalleolar distance 8 cm.physiological knock knee is common in toddlers but it always disappears by age 7 years. treatment of a persistent knock knee is stapling or osteotomy. the most common variety is idiopathic. it may also be secondary to bone softening rickets, bone dysplasia, jra, posttraumatic fractures, paralytic pprp, cp, postinfective or neoplastic.",2397775,2398245
5875,", paralytic pprp, cp, postinfective or neoplastic. bow leg genu varum the term denotes lateral angulation of knee jointsbecause of inward deviation of longitudinal axis of tibia and femur. as a result, knees are abnormallydivergent bowlike whereas ankles are abnormally convergent. physiological bow leg , when the child begins to walk, is quite common. it resolves in due course.other causes include rickets, postural, traumatic, developmental and endocrinal.",2398195,2398655
5876,"postural, traumatic, developmental and endocrinal. a persistent deformity warrants orthopedic intervention in the form of corrective osteotomy. cleidocranial dysostosis it is characterized by absence of the outer third of each clavicle so that the patient can make his shoulders meet in front, higharched palate, absent paranasal sinuses,defective teething and poorly developed spinal bones. no treatment is indicated.",2398605,2399023
5877,"developed spinal bones. no treatment is indicated. 3 5pediatric orthopedics 711 hemihypertrophy in this congenital disease, one side of the body is significantly larger than the other. the hypertrophy is usually of the whole one side, including face, tongue,teeth and genitalia.",2398973,2399251
5878," side, including face, tongue,teeth and genitalia. associated with hypertrophy of one side may be malformations like neurofibromatosis, hemangioma,nevi, polydactyly, cryptorchidism, hypospadias, tumors and calcification of adrenals and ichthyosis child syndrome comprising congenital hypertrophy, ichthyosis and limb defects. with gain in age, difference between the two sides often becomes less conspicuous.",2399201,2399609
5879,"ween the two sides often becomes less conspicuous. slipped capital femoral epiphysis scfe this condition usually occurs in obese adolescents withdelayed skeletal maturation or in tall and thin individuals with a recent growth spurt or in such endocrinal disorders as hypopituitarism, hypothyroid ism or pseudohypoparathyroidism. an endocrinal origin is suspected. four clearcut groups are recognized: preslip, acute scfe, acute onchronic scfe and chronic scfe.",2399559,2400019
5880,"acute scfe, acute onchronic scfe and chronic scfe. manifestations include a painful limp and pain in the anterior aspect of thigh with radiation to the knee.external rotation of the hips on flexion is a pathognomonic sign. radiographs anteroposterior and lateralfrogleg view are diagnostic. orthopedic treatment is in situ. complications are osteonecrosis and chondrolysis.",2399969,2400342
5881," complications are osteonecrosis and chondrolysis. developmental dysplasia of the hip ddh also termed congenital dislocation of the hip cdh, the global incidence of this condition varies from 0.715.51000 livebirths. it is rather uncommon in india. etiology in breech presentation and other difficult deliveries,the head of the infants femur may get dislocated upward and backward. its constant pressure over the dorsal aspect of the ileum may cause development ofa false acetabulum.",2400292,2400774
5882," ileum may cause development ofa false acetabulum. the defect occurs more frequently in females and is often hereditary.clinical features every newborn must have an examination of the hips to rule out this disorder fig. 41.2. asymmetry of the thigh, gluteal and knee creases, inability to abduct thehip fully, shortness of the affected leg, reduced spontaneous movements and a bulge of the femoral head must arouse suspicion. a good screening testortolani sign consists in abducting the hip passively.",2400724,2401225
5883,"lani sign consists in abducting the hip passively. a clicking sound is heard from the hip at the end of themaneuver. it results from the jerking of the subluxatedhead as it reduces back into the acetabulum. the barlow test is the most important maneuver and consists in stabilizing the pelvis with one hand. then,the opposite hip is adducted and a posterior force is applied. when the hip is dislocatable, it is readily ap preciated. diagnosis it is confirmed by xray andor ultrasound of the hip.",2401175,2401671
5884," is confirmed by xray andor ultrasound of the hip. differential diagnosis in older children is from dislocation of hip seen in hypothyroidism, cerebral palsy and spastic paraplegia. fig. 41.2: developmental dysplasia of the hip ddh. note asymmetrical abduction due to limited abduction of the infants left hop top, demonstration of the ortolani maneuver left and barlow maneuver right 5712 the short textbook of pediatrics fig. 41.3: osteogenesis imperfecta t arda.",2401621,2402086
5885,"iatrics fig. 41.3: osteogenesis imperfecta t arda. note the deformities secondary to multiple fractures. blue sclera and deafness develop later fig. 41.4: osteogenesis imperfecta type ii oi type i is an autosomal dominant disorder characterized by osteoporosis and excessive bone fragility with fractures fig. 41.3, blue sclerae and conductive deafness in adolescenceadulthood.",2402036,2402413
5886,"e and conductive deafness in adolescenceadulthood. oi type ii, a lethal syndrome, is characterized by low birthweight and length, hypotelorism withbeaking of the nose, extremely short, deformed andbent limbs, broad thighs that are fixed at right angles to the trunk fig. 41.4, and crumpled long bones andtreatment treatment is close reduction and maintenance of thecorrection in position of abduction and flexion.",2402363,2402776
5887,"hecorrection in position of abduction and flexion. open reduction may become necessary if diagnosis is madelate or if closed reduction has yielded unsatisfactory result. prognosis without treatment, delay in learning to walk mayoccur. if dislocation is bilateral, significant lordosis and waddling gait result. complications include avascularnecrosis, redislocation, acetabular dysplasia or residual subluxation and wound infection and other postoperative complications.",2402726,2403196
5888,"d infection and other postoperative complications. scoliosis the term denotes alteration in normal spinalalignment occurring in the anteroposterior or frontalplane. it may be idiopathic majority, congenital hemivertebra, wedge vertebra, unsegmented bars, mixed, neuromuscular cp, polio, myopathies,syndromal neurofibromatosis, marfan syndrome and compensatory leglength discrepancy.",2403146,2403528
5889,"n syndrome and compensatory leglength discrepancy. both clinical and radiologic evaluation both pa and lateralstanding films of whole spine, ct scan, mri, myelography, tomography is required. treatment of progressive scoliosis is orthotic or surgical posteriorspinal fusion. compensatory scoliosis warrants correction of the primary disease such as limb inequality.",2403478,2403843
5890,"on of the primary disease such as limb inequality. kyphosis the term, kyphosis , refers to an enhanced angulation in the thoracic or thoracolumbar spine in the sagittalplane or a roundback deformity. it may be postural roundback, congenital or idiopathic scheuermann disease. clinical and radiologic evaluation isnecessary. treatment is orthotic andor operative.",2403793,2404155
5891,snecessary. treatment is orthotic andor operative. genetic skeletal dysplasias osteogenesis imperfecta oi this is the most common hereditary osteoporotic syndromes and is characterized by fractures and skeletal deformities. at least 4 types are recognized. 3 5pediatric orthopedics 713 fig. 41.5: osteogenesis imperfecta type iii fig. 41.6: osteogenesis imperfect a: radiologic picture depicting fractures fractured and beaded ribs in xray studies.,2404105,2404553
5892,"actures fractured and beaded ribs in xray studies. whereas 50 are born dead stillbirths, the remaining 50 diesoon after birth due to respiratory insufficiency as a result of defective thoracic cage. though a small proportion have autosomal recessive inheritance, mostcases represent new autosomal dominant mutations. prenatal diagnosis is through a combination of ultrasonography, xrays and biochemical studies.",2404503,2404914
5893,"of ultrasonography, xrays and biochemical studies. oi type iii , an autosomal recessive disorder, is characterized by multiple fractures and blue scleraewhich tend to become less blue with age fig. 41.5. oi type iv , an autosomal dominant disorder, manifests any time from birth to adult life withfractures and deformities. the sclerae show a tendencyto become less blue with age. deafness is less frequent. in some cases, opalescent dentin may be observed.",2404864,2405321
5894," in some cases, opalescent dentin may be observed. radiologic skeletal survey is mandatory for delineation of fractures and deformities fig. 41.6. management of oi type i, iii and iv consists of careful nursing on a firm mattress or pillows for neo nates and prompt splinting of fractures and correction of deformities.",2405271,2405590
5895,"inting of fractures and correction of deformities. marfan syndrome it is characterized by arachnodactyly abnormally longlimbs, fingers and toes as seen in figs 41.7 and 41.8, subluxation of the lens, hypotonia and hyperextensiblejoints, cardiovascular disease such as aortic aneurysm,mitral valve prolapse mvp and other anomalies.intelligence remains normal. upperlower segment ratio after maturity is remarkably low. length of middle finger is more than1.5 times of its metacarpal.",2405540,2406022
5896,"le finger is more than1.5 times of its metacarpal. fifth finger may show clinodactyly. great toe is typically long. ask the fig. 41.7: marfan syndrome 5714 the short textbook of pediatrics patient to close his fist and try to enclose the thumb within it. you would find that it protrudes beyond themedial edge of the hand. this is called sternberg sign . in the socalled wrist sign , thumb and the little finger clearly overlap when encircling the wrist.",2405972,2406426
5897, finger clearly overlap when encircling the wrist. homocystinuria is an important differential diagnosis and must be ruled out by demonstrating anegative urinary cyanide nitroprusside test or specificamino acid studies. it is a generalized mesodermal dystrophy and may be inherited as a dominant trait. around 15 to 30cases are sporadic with new mutation. each child of an affected individuals runs 50 risk of inheriting the number 15 chromosome with the marfan mutationand thus being affected.,2406376,2406870
5898,"e with the marfan mutationand thus being affected. marfan syndrome has an adverse effect on the sufferers longevity. arthrogryposis multiplex congenita amc it refers to the congenital contractures of multiple jointsfig. 41.9. fibrous tissue replaces the affected muscles, partially or completely. skin is usually thickened and other deformities like club foot may be there.",2406820,2407193
5899,"and other deformities like club foot may be there. besides the major form, amyoplasia , which is consi dered the classical syndrome, there are several othermild or incomplete forms of the disease. familial occurrence is reported. etiologic hypothesis include a neuropathic origin supported by reduced number of anterior horn cellsand a myopathic origin supported by diminution of movements in utero .fig. 41.8: note the arachnodactyly in marfan syndrome fig. 41.9: arthrogryposis multiplex congenita fig.",2407143,2407647
5900,"fig. 41.9: arthrogryposis multiplex congenita fig. 41.10: achondroplasiatreatment is correction of orthopedic deformities followed by rehabilitation. achondroplasia achondroplasia, an autosomal dominant disorder, ischaracterized by severe short stature, short trunk andextremities with dominant shortening of the proximal segment rhizomelia fig. 41.10. intelligence is normal.",2407597,2407973
